subject,roi,freq_0.027244,freq_0.028846,freq_0.030449
sub-041P,fpn,6.20040891055346,3.8166394874128007,2.226428131064935
sub-041P,limbic,2.1967213052915993,4.8562211552756125,6.123064704300679
sub-041P,motor,2.418976474764495,4.215042917873363,7.175697819459053
sub-041P,salience,10.77650064933394,5.364890335504205,2.590940645292238
sub-041P,visual,5.265219493949489,7.88295798324368,4.181962426826249
sub-043P,auditory,3.697170743644715,6.859960743452644,6.017203028221539
sub-043P,dmn,7.820377976377434,3.882068122269558,4.237619081683563
sub-043P,fpn,6.443687037985935,4.0660446893876365,5.6475886602368695
sub-043P,limbic,1.2795442002610966,1.0907830552270303,1.6695430801238023
sub-043P,motor,10.042472851737399,8.82467869714296,1.8213987595003993
sub-043P,salience,2.7068584987558397,1.5452678957052657,5.461826054097537
sub-043P,visual,5.116770009191134,2.6183306168912788,4.00046834331763
sub-045P,auditory,4.70769451891712,4.418490498023164,2.4860386374544747
sub-045P,dmn,2.519018921684537,2.994397363742806,5.325589390993044
sub-045P,fpn,3.026788771616844,3.756457681470576,6.936248467155345
sub-045P,limbic,3.4766537522393333,4.426180055523009,4.973500474130222
sub-045P,motor,3.785929236338326,4.71535401567575,14.14675258905838
sub-045P,salience,1.034906190355608,1.7494573794438384,4.181682623210603
sub-045P,visual,5.813541718608547,1.4012137154013007,2.564129691766171
sub-047P,auditory,7.224660533364612,7.343430884910793,2.139656842822041
sub-047P,dmn,4.488862540461864,5.424423185122257,11.153906715751672
sub-047P,fpn,3.66423735691541,3.69444938129755,8.75913665324289
sub-047P,limbic,6.547948566605678,1.8674118140450993,2.498502502981563
sub-047P,motor,10.051629095980879,3.420789168289224,13.194613208703581
sub-047P,salience,3.335357578679748,2.034283313337183,2.956117567400217
sub-047P,visual,8.589911444627097,6.758099938578828,13.151415191370878
sub-049P,auditory,3.3988704158134375,1.117598024849597,5.670811463520204
sub-049P,dmn,12.947087904815511,17.180919415423478,19.23195313494706
sub-049P,fpn,5.543807106354545,5.806777042454008,8.292013719423698
sub-049P,limbic,5.5266419569963485,2.7829175385458496,2.525482944151231
sub-049P,motor,7.262566479377202,3.9027214241336967,1.6997247530286517
sub-049P,salience,2.053254162712014,3.63967967853958,7.246092163676446
sub-049P,visual,10.99287027002133,10.505939249169126,3.096710124304983
sub-050P,auditory,5.067221132671665,7.202076154249421,6.947281836831954
sub-050P,dmn,4.5341909259970725,10.291811194462571,8.61486852274051
sub-050P,fpn,8.486692307869607,4.635581048499201,7.575681130542971
sub-050P,limbic,3.7080138254986985,1.7698868662729117,2.4093822077274645
sub-050P,motor,3.3358623857276557,3.416356646596262,5.382127783726821
sub-050P,salience,11.515093472248177,18.10691728657787,9.651476299374687
sub-050P,visual,3.046496892653638,10.363803757243543,10.099477146545302
sub-055P,auditory,8.07328511882707,2.2511322689646676,2.4363027917889735
sub-055P,dmn,7.409862299421596,12.47518539207036,4.522052600256559
sub-055P,fpn,21.326554046119398,15.078961038606531,8.780532339131671
sub-055P,limbic,12.726814551498153,6.7436060786989085,8.04239232550232
sub-055P,motor,4.406224151296474,5.156979414620116,4.8841001141089855
sub-055P,salience,2.6848450036169247,0.9988891747328841,2.4882768531868096
sub-055P,visual,7.800971951504868,5.295241869458852,6.004092565571814
sub-056P,auditory,5.932833908975297,2.8961640478369737,25.014397766134962
sub-056P,dmn,12.478851720649542,14.55545598841604,6.989922675205732
sub-056P,fpn,10.963362263199732,11.554771332346377,8.573330219679328
sub-056P,limbic,2.4116349938061123,6.094217830503206,16.449140405391603
sub-056P,motor,5.286748362976812,7.979789473097429,5.106086713008359
sub-056P,salience,12.069193135056263,6.330388548812336,6.221308285147726
sub-056P,visual,14.693599532792172,18.40082433941766,17.203397763295953
sub-061P,auditory,3.1603109537915928,5.805515057013321,6.813351430227354
sub-061P,dmn,4.103465811525658,7.110147974706414,5.062480580085649
sub-061P,fpn,12.335954944655626,6.655206395862608,3.2005580048287534
sub-061P,limbic,3.200774695202165,4.822376795376083,5.327654136692518
sub-061P,motor,6.64414132243355,7.504275480829203,4.270207951431388
sub-061P,salience,1.7759955010461899,6.256177119757249,7.094752413026725
sub-061P,visual,4.243658648227635,3.8600331711367746,4.374529792091304
sub-069P,auditory,6.258529798396844,2.9035138048672344,3.774525670607443
sub-069P,dmn,1.5061110877794446,3.1092446060451757,7.6823615151282
sub-069P,fpn,1.2593868781420385,5.451549109731579,7.03185384844935
sub-069P,limbic,14.277595857487135,13.587399028940169,12.781124542708987
sub-069P,motor,5.194497225484374,8.32017207034653,12.248533456543859
sub-069P,salience,6.447765939666473,16.043163422141472,19.551431026148222
sub-069P,visual,1.408727888065265,3.542806733723471,5.115693279377277
sub-071P,auditory,8.811626619226706,5.209024255093752,1.8893519555116618
sub-071P,dmn,12.069416188271044,8.755222893207529,5.87531501052991
sub-071P,fpn,4.801410035096337,8.030233032056653,15.819223852934776
sub-071P,limbic,2.1508132134004723,2.727804235172059,3.29644685143993
sub-071P,motor,10.988678065545873,8.319058646058473,8.402011441073249
sub-071P,salience,11.621010621084586,10.125396040125734,3.523382658739807
sub-071P,visual,16.645215103453076,8.303082375282418,3.0045074015479605
