subject,roi,freq_0.027244,freq_0.028846,freq_0.030449
sub-006C,auditory,7.005892590460343,6.631920258876394,5.531321423548247
sub-006C,dmn,5.0975008812243034,8.912223023875526,4.216097742169234
sub-006C,fpn,8.511125082258708,7.632123173941311,10.452007408554321
sub-006C,limbic,3.52355831842607,6.467341585455425,9.981026420510272
sub-006C,motor,4.858942736966533,13.177431900525152,15.053306053498881
sub-006C,salience,8.944536312698693,13.613782282249346,4.131506923541574
sub-006C,visual,6.924226479175853,7.51948617569091,4.132360435241073
sub-007C,auditory,11.904165613743913,6.6166285894285615,6.314915595568068
sub-007C,dmn,21.728626320548134,30.565844594776127,10.170314177494921
sub-007C,fpn,19.761311422134,18.648485065680262,13.753566426872295
sub-007C,limbic,4.169575854634564,5.263327181678974,5.077858270781095
sub-007C,motor,3.886972898644912,6.940694587399883,6.582010633682549
sub-007C,salience,6.063588537339768,3.5043656129525447,6.073839025714764
sub-007C,visual,3.4068423895248294,9.928832840989275,8.781700382811257
sub-009C,auditory,6.7110563756372414,8.124819646131895,8.26390565726119
sub-009C,dmn,3.875828831585094,3.7310000324126538,11.430393636876168
sub-009C,fpn,42.179936468310984,19.648572040202097,17.755309661164862
sub-009C,limbic,8.5824355174561,4.015183151553398,8.865866903564442
sub-009C,motor,3.376911803744953,2.39590826551835,6.389908167742414
sub-009C,salience,6.687295214809325,6.67032571462414,12.267504584107872
sub-009C,visual,9.054741190182057,3.869977786855465,7.900009979666241
sub-013C,auditory,4.785147044961308,8.222899490052823,9.923111605335572
sub-013C,dmn,8.557762641433795,16.50848696965137,10.974752379802736
sub-013C,fpn,9.856698663350626,5.298119127026897,17.811848022730278
sub-013C,limbic,12.237753023518211,3.282233009868648,6.730600868249645
sub-013C,motor,6.483340017479973,3.789615135691371,1.4333650369690836
sub-013C,salience,10.110413496160385,5.032669166589107,0.997774702964562
sub-013C,visual,6.824551667970608,3.9382603508508174,10.802944658681533
sub-014C,auditory,6.0934705243748954,10.865616509845406,8.403612476621568
sub-014C,dmn,5.326784488825049,3.8383924845062456,5.537905972462268
sub-014C,fpn,7.415806392985795,9.629137928765326,8.173045349269923
sub-014C,limbic,9.393887471264172,10.761265902465665,12.682706932324278
sub-014C,motor,8.236966822933084,8.804554313631346,2.764680880529903
sub-014C,salience,5.630462534596392,7.176653989154099,3.403756464779227
sub-014C,visual,3.1719529697188884,7.35771118048512,11.844637072574528
sub-015C,auditory,6.0395071009172625,2.618500695084837,5.467610376564513
sub-015C,dmn,12.546244073420516,7.167695782825995,4.133916654446826
sub-015C,fpn,11.245195098938666,3.711567556089687,2.0657425577521824
sub-015C,limbic,1.5986221190673988,1.0072676123437703,1.0882218725952404
sub-015C,motor,7.951427867472223,4.284167814110137,2.409142452343288
sub-015C,salience,15.276519342976336,6.457092852782258,4.4374063859191315
sub-015C,visual,8.978040348326907,4.386166479144959,5.71649401944619
sub-016C,auditory,7.183896380805506,5.995278733790497,7.198319596708432
sub-016C,dmn,5.604555375589084,3.3446127350478547,4.106501906349654
sub-016C,fpn,11.343434602686662,9.296174606836106,8.390781487007244
sub-016C,limbic,13.647347100148455,17.909252614293937,9.957720536855817
sub-016C,motor,11.98088006834517,8.631310264990217,14.040188201291537
sub-016C,salience,9.44327861263248,5.208941519624842,6.936691955777839
sub-016C,visual,5.941660646528527,4.259684201035413,3.22951061300418
sub-017C,auditory,8.945265844578119,7.302259540822534,9.097569174522373
sub-017C,dmn,13.589269803770412,2.339292741088348,20.144987830626892
sub-017C,fpn,10.481666300449705,2.942083898931055,5.664031696136211
sub-017C,limbic,1.1359058925282026,0.9917472109598621,4.585451258965049
sub-017C,motor,1.5596663444803949,8.87682412948243,13.742403704159496
sub-017C,salience,1.816290255754545,1.233965517566945,4.280120767628027
sub-017C,visual,7.151354468698071,3.438487849138485,1.636230722159708
sub-018C,auditory,1.7051883891227402,2.8514415545793916,6.428816508108792
sub-018C,dmn,8.613295373540476,3.1570949308528102,9.073704557520648
sub-018C,fpn,8.779242753200137,3.25724891231878,4.198958513176515
sub-018C,limbic,10.974648092350229,4.819381203407744,4.671738117458174
sub-018C,motor,4.757110160438227,4.234758403667257,6.367159712542313
sub-018C,salience,9.805488488424192,4.008104328767192,0.750385066106065
sub-018C,visual,9.446893396547484,2.8266763426917207,4.405158833068513
sub-019C,auditory,5.586744609597946,7.669999925151792,6.003334047277294
sub-019C,dmn,3.3395946507780416,6.447510901619,15.559508815995153
sub-019C,fpn,1.7217105486540205,9.240918480114207,31.247865050923977
sub-019C,limbic,6.448736507760911,5.722582879464473,3.053074736452589
sub-019C,motor,4.9633874177218305,3.3444179510753997,2.588865365376919
sub-019C,salience,8.009644589992575,6.364742389448326,1.748280526368153
sub-019C,visual,11.970581303628796,15.821416570642308,6.349365141461229
sub-020C,auditory,6.708864944829118,1.7957844343956046,4.260201737926634
sub-020C,dmn,11.136249759870617,6.824987384163605,3.027760509884418
sub-020C,fpn,16.071361758882368,9.886109399351465,11.957249990639658
sub-020C,limbic,4.598407105550235,12.288639372526351,18.481185157348524
sub-020C,motor,2.9789420503182207,2.9628374366056063,3.2605951457440305
sub-020C,salience,4.027592351861675,2.4876218780084334,0.589911825284761
sub-020C,visual,9.990505820265698,5.125076840007755,3.0964022250188967
sub-021C,auditory,9.301973105653605,6.255876326674596,4.751855183878075
sub-021C,dmn,3.6385251352418213,4.2624163944809235,3.4655131044412184
sub-021C,fpn,7.228409593610932,4.335093376048736,7.793613548310228
sub-021C,limbic,4.027653843130932,2.6831345652608163,2.043344105307321
sub-021C,motor,4.493197650630529,10.530969698499494,17.698163872981862
sub-021C,salience,6.576271183574754,3.7779002034059554,8.70973445322652
sub-021C,visual,3.0874887110225098,3.554804844926122,7.619737970725637
sub-024C,auditory,8.564978406241979,16.01399558936507,3.0836051439042196
sub-024C,dmn,13.004429809027213,8.144168900978892,4.9318062266455716
sub-024C,fpn,6.432142406105699,7.751382439358806,20.737364963860955
sub-024C,limbic,11.64343833931256,3.5257610879520054,4.820252939184964
sub-024C,motor,2.7452419720269328,2.6905195604464716,6.5443256681461754
sub-024C,salience,6.469034033584159,3.8484925753514023,2.0630398968098222
sub-024C,visual,27.06586672859832,12.904335778139025,6.554125983260771
sub-025C,auditory,5.342416249045287,14.849525668701114,14.393517643241465
sub-025C,dmn,7.7670833361722815,13.161838027942133,16.19915228706665
sub-025C,fpn,4.083342738686139,13.559329220228829,16.85707212737126
sub-025C,limbic,4.528189957657684,4.458529045588227,9.84253272890386
sub-025C,motor,5.6804767865055945,7.3563023802105825,1.6294728580175057
sub-025C,salience,8.015802141868395,1.5435891813378448,2.376170288160634
sub-025C,visual,3.505927527270061,5.715527040807035,7.291153447651546
sub-026C,auditory,10.138999181943685,9.246431329939318,3.44016973431474
sub-026C,dmn,11.744971356779923,13.964500191501314,8.709189251200895
sub-026C,fpn,9.374622399313072,2.0169182467539257,0.9398926178567899
sub-026C,limbic,7.325646430145058,2.7984441778954228,5.53307608742537
sub-026C,motor,1.472392481709954,3.512597466996344,5.056512647560982
sub-026C,salience,4.410968416976558,8.839806344582083,8.979459542312332
sub-026C,visual,6.191907363097264,3.384881957567108,3.7491535250699948
sub-027C,auditory,14.757554625683134,6.373871196581611,12.502987626480522
sub-027C,dmn,9.423468854932507,7.7376021186176045,8.118259749799968
sub-027C,fpn,12.62704393196573,11.129431981162753,9.301292894622515
sub-027C,limbic,4.874580788445533,6.41278644473687,8.348916859406579
sub-027C,motor,5.934000589276312,2.8058316854022265,11.66177537624182
sub-027C,salience,13.97829888482579,4.895337985551453,5.411251591758884
sub-027C,visual,4.1747024574502,5.346051500825403,4.456001122872361
sub-028C,auditory,5.85420428478451,8.512304311220252,2.5152010996629466
sub-028C,dmn,4.342025951766662,2.505852030398344,4.264036455749366
sub-028C,fpn,8.120919766685045,5.644132214801506,7.8739153917020115
sub-028C,limbic,3.5542865113689457,5.825550795576982,11.814179699472245
sub-028C,motor,2.594848664721886,3.7274872429891586,4.287125780384576
sub-028C,salience,7.8114755847112205,9.790130223920222,9.12044328635923
sub-028C,visual,5.020163303413493,2.867714474017383,3.422344292246579
sub-029C,auditory,2.87466806116213,1.547719621921221,2.9205498260014964
sub-029C,dmn,2.1491993157768077,6.284594150872464,3.581648475041247
sub-029C,fpn,2.5109143948909383,2.8091005215274825,6.988845389475825
sub-029C,limbic,4.925183317539281,2.292086424290366,5.787307323339872
sub-029C,motor,5.478480565760787,6.540235892496856,8.104477626917081
sub-029C,salience,2.7484649412224247,1.958019414705564,7.527724335986162
sub-029C,visual,2.6964571268471644,5.374758199391285,1.3980267091491785
sub-030C,auditory,3.8204343539911103,4.632219126597967,10.544879199883983
sub-030C,dmn,19.914852665921845,7.648471466953548,6.602404636560603
sub-030C,fpn,7.4510879755734045,7.971288385192532,10.454465885407734
sub-030C,limbic,4.036776830462438,8.162722528226931,4.670601541564984
sub-030C,motor,9.908429760476816,6.269046543040574,3.3184424306360016
sub-030C,salience,1.5400575917630928,3.5596448347674445,2.5624623038052805
sub-030C,visual,8.518411372176406,7.8883948500018,1.417352653130106
sub-031C,auditory,2.9290760666817914,1.298011444791467,2.818717995222685
sub-031C,dmn,18.11157747070484,7.928413805882877,4.274336627451707
sub-031C,fpn,4.976642925521761,3.538636273233431,1.2568958809575372
sub-031C,limbic,4.926144341261198,2.921615909995122,1.348377498912942
sub-031C,motor,5.360992887730484,5.1139834828561,1.7127598980100354
sub-031C,salience,4.466056168886641,6.463034414097686,11.153467249779883
sub-031C,visual,2.7464748172560123,4.650720274634221,4.8858018706108535
